"ID","n_victimas","tipo_de_calle","calle","altura","cruce","dirección_normalizada","comuna","lon","lat","participantes","victima","acusado","fecha_hora","es_cruce"
"2018-0122",1,"AUTOPISTA","AUTOPISTA DELLEPIANE LUIS TTE. GRAL.","ESQ","LARRAZABAL","AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL",8.0,-58.47743966,-34.67233407,"AUTO-AUTO","AUTO","AUTO","2018-11-12 01:00:00","Esquina"
"2018-0123",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9.0,-58.5025179,-34.67450313,"AUTO-SD","AUTO","SD","2018-11-12 03:32:00","Esquina"
"2018-0124",1,"AUTOPISTA","AUTOPISTA PERITO MORENO","ESQ","NA","AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS",9.0,-58.52144411,-34.63682499,"CARGAS-CARGAS","CARGAS","CARGAS","2018-11-15 19:40:00","Calle"
"2018-0125",1,"AVENIDA","SAENZ AV.","ESQ","VENTANA","SAENZ AV. y VENTANA",4.0,-58.41650465,-34.65084045,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-11-16 21:12:00","Esquina"
"2018-0126",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","FALCON, RAMON L.,CNEL.","PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9.0,-58.52994219,-34.64055918,"MOTO-AUTO","MOTO","AUTO","2018-11-18 12:11:00","Esquina"
"2018-0127",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","DE LOS CONSTITUYENTES AV.","PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12.0,-58.50993046,-34.56919739,"MOTO-MOTO","MOTO","MOTO","2018-11-19 09:14:00","Esquina"
"2018-0128",2,"GRAL PAZ","PAZ, GRAL. AV.","11200","NA","PAZ, GRAL. AV. 11200",9.0,-58.52844623,-34.64592873,"AUTO-PASAJEROS","AUTO","PASAJEROS","2018-11-25 04:30:00","Calle"
"2018-0129",1,"AVENIDA","NEWBERY, JORGE AV.","ESQ","GUEVARA","NEWBERY, JORGE AV. y GUEVARA",15.0,-58.45021367,-34.58695347,"MOTO-PASAJEROS","MOTO","PASAJEROS","2018-11-28 04:01:00","Esquina"
"2018-0130",1,"AVENIDA","GAONA AV.","ESQ","SEGUROLA AV.","GAONA AV. y SEGUROLA AV.",10.0,-58.49022072,-34.62770192,"MOTO-PASAJEROS","MOTO","PASAJEROS","2018-12-03 03:00:00","Esquina"
"2018-0131",1,"AVENIDA","MADERO, EDUARDO AV.","550","NA","MADERO, EDUARDO AV. 550",1.0,-58.36860866,-34.60106568,"MOTO-CARGAS","MOTO","CARGAS","2018-12-07 19:10:00","Calle"
"2018-0132",1,"AUTOPISTA","AUTOPISTA ARTURO ILLIA","ESQ","CASTILLO, RAMON S., PRES. AV.","AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2.0,-58.39490504,-34.57241534,"PEATON-CARGAS","PEATON","CARGAS","2018-12-12 08:26:00","Esquina"
"2018-0133",1,"AVENIDA","NAZCA AV.","ESQ","RIVADAVIA AV.","NAZCA AV. y RIVADAVIA AV.",7.0,-58.46963952,-34.63070603,"PEATON-CARGAS","PEATON","CARGAS","2018-12-12 14:07:00","Esquina"
"2018-0134",1,"AVENIDA","LA PLATA AV.","ESQ","CASEROS AV.","LA PLATA AV. y CASEROS AV.",7.0,-58.42349365,-34.64019887,"PEATON-MOTO","PEATON","MOTO","2018-12-12 21:00:00","Esquina"
"2018-0135",1,"AVENIDA","BELGRANO AV.","ESQ","PERU","BELGRANO AV. y PERU",1.0,-58.37471802,-34.61265002,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-12-18 14:40:00","Esquina"
"2018-0136",1,"AVENIDA","RIVADAVIA AV.","7013","NA","RIVADAVIA AV. 7013",7.0,-58.46438789,-34.62913916,"PEATON-PASAJEROS","PEATON","PASAJEROS","2018-12-18 15:42:00","Calle"
"2018-0137",1,"CALLE","ALSINA, ADOLFO","ESQ","SANTIAGO DEL ESTERO","ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1.0,-58.38481975,-34.61100424,"MOTO-PASAJEROS","MOTO","PASAJEROS","2018-12-18 20:15:00","Esquina"
"2018-0138",1,"CALLE","BERMUDEZ","1893","NA","BERMUDEZ 1893",10.0,-58.50751833,-34.62073702,"PASAJEROS-PASAJEROS","PASAJEROS","PASAJEROS","2018-12-21 09:30:00","Calle"
"2018-0139",1,"CALLE","SANTANDER","1974","NA","SANTANDER 1974",7.0,-58.44682986,-34.63888084,"MOTO-MOTO","MOTO","MOTO","2018-12-22 06:30:00","Calle"
"2018-0140",1,"CALLE","LANTERI JULIETA","1400","NA","LANTERI JULIETA 1400",1.0,-58.3600465,-34.61381341,"AUTO-AUTO","AUTO","AUTO","2018-12-22 08:05:00","Calle"
"2018-0141",1,"AVENIDA","MAZA","ESQ","INDEPENDENCIA AV.","MAZA e INDEPENDENCIA AV.",5.0,-58.41509546,-34.62085945,"PEATON-MOTO","PEATON","MOTO","2018-12-22 17:40:00","Esquina"
"2018-0142",1,"GRAL PAZ","PAZ, GRAL. AV.","5172","NA","PAZ, GRAL. AV. 5172",12.0,-58.50997604,-34.57251072,"CARGAS-PASAJEROS","CARGAS","PASAJEROS","2018-12-25 13:30:00","Calle"
"2018-0143",1,"AVENIDA","OLIVERA AV.","ESQ","ALBERDI, JUAN BAUTISTA AV.","OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10.0,-58.48606475,-34.64047818,"MOTO-AUTO","MOTO","AUTO","2018-12-29 05:25:00","Esquina"
"2019-0001",1,"AVENIDA","CASTILLO, RAMON S., PRES. AV.","ESQ","CALLE 12 (NO OFICIAL)","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2.0,-58.38526125,-34.5780581,"MOTO-CARGAS","MOTO","CARGAS","2019-01-08 08:30:00","Esquina"
"2019-0002",1,"AVENIDA","CASTA?ARES AV.","ESQ","MORENO, PERITO AV.","CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7.0,-58.45463662,-34.65082149,"AUTO-CARGAS","AUTO","CARGAS","2019-01-09 04:00:00","Esquina"
"2019-0003",1,"AVENIDA","SAN MARTIN AV.","ESQ","TERRADA","SAN MARTIN AV. y TERRADA",15.0,-58.49121672,-34.59718073,"MOTO-AUTO","MOTO","AUTO","2019-01-12 08:00:00","Esquina"
"2019-0004",1,"AVENIDA","PERON, EVA AV.","ESQ","MEDINA","PERON, EVA AV. y MEDINA",9.0,-58.47325712,-34.65284605,"AUTO-PASAJEROS","AUTO","PASAJEROS","2019-01-14 19:58:00","Esquina"
"2019-0005",1,"AVENIDA","JUSTO, JUAN B. AV.","ESQ","ALVAREZ JONTE AV.","JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10.0,-58.52108101,-34.63382309,"MOTO-CARGAS","MOTO","CARGAS","2019-01-19 12:00:00","Esquina"
"2019-0006",1,"AVENIDA","OBLIGADO RAFAEL, AV.COSTANERA","4650","NA","OBLIGADO RAFAEL, AV.COSTANERA 4650",14.0,-58.41652702,-34.55509606,"PEATON-AUTO","PEATON","AUTO","2019-01-23 05:45:00","Calle"
"2019-0007",1,"CALLE","MITRE, BARTOLOME","ESQ","YATAY","MITRE, BARTOLOME y YATAY",5.0,-58.42891604,-34.6107166,"MOTO-AUTO","MOTO","AUTO","2019-01-26 19:34:00","Esquina"
"2019-0008",1,"GRAL PAZ","PAZ, GRAL. AV.","16080","NA","PAZ, GRAL. AV. 16080",8.0,-58.47802293,-34.69156793,"MULTIPLE","MOTO","MULTIPLE","2019-01-30 22:45:00","Calle"
"2019-0009",1,"AVENIDA","CHACABUCO","ESQ","SAN JUAN AV.","CHACABUCO y SAN JUAN AV.",1.0,-58.37564821,-34.62200207,"MOTO-AUTO","MOTO","AUTO","2019-01-31 14:55:00","Esquina"
"2019-0010",2,"AVENIDA","DEL LIBERTADOR AV.","4100","NA","DEL LIBERTADOR AV. 4100",14.0,-58.42668489,-34.56961468,"PEATON-AUTO","PEATON","AUTO","2019-02-02 07:50:00","Calle"
"2019-0011",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","ALBERDI, JUAN BAUTISTA AV.","PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9.0,-58.5183993,-34.66252488,"PEATON-AUTO","PEATON","AUTO","2019-02-10 01:00:00","Esquina"
"2019-0012",1,"AVENIDA","CASTA?ARES AV.","ESQ","GORDILLO, TIMOTEO","CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8.0,-58.48432691,-34.67665828,"MOTO-AUTO","MOTO","AUTO","2019-02-17 03:16:00","Esquina"
"2019-0013",1,"CALLE","SALVIGNY","ESQ","MOM","SALVIGNY y MOM",7.0,-58.4338383,-34.64457699,"PEATON-AUTO","PEATON","AUTO","2019-02-20 07:30:00","Esquina"
"2019-0014",1,"CALLE","LAMARCA, EMILIO","5402","NA","LAMARCA, EMILIO 5402",11.0,-58.51664939,-34.58657938,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2019-02-20 17:30:00","Calle"
"2019-0015",1,"AVENIDA","SAN MARTIN AV.","5638","NA","SAN MARTIN AV. 5638",11.0,-58.49613012,-34.59703502,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2019-02-23 06:57:00","Calle"
"2019-0016",1,"CALLE","CARRILLO, RAMON, DR.","ESQ","FINOCHIETTO ENRIQUE DR.","CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4.0,-58.38313603,-34.63356284,"MOTO-PASAJEROS","MOTO","PASAJEROS","2019-02-24 02:00:00","Esquina"
"2019-0017",1,"CALLE","MEXICO","ESQ","PICHINCHA","MEXICO y PICHINCHA",3.0,-58.39914719,-34.61632317,"AUTO-PASAJEROS","AUTO","PASAJEROS","2019-03-03 07:00:00","Esquina"
"2019-0018",1,"AUTOPISTA","CANTILO, INT.","ESQ","UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13.0,-58.44927253,-34.54048625,"PEATON-AUTO","PEATON","AUTO","2019-03-03 23:30:00","Esquina"
"2019-0019",1,"AVENIDA","DEL LIBERTADOR AV.","6326","NA","DEL LIBERTADOR AV. 6326",13.0,-58.45049163,-34.55374003,"MOTO-AUTO","MOTO","AUTO","2019-03-06 12:00:00","Calle"
"2019-0020",1,"AVENIDA","CHICLANA AV.","3444","NA","CHICLANA AV. 3444",5.0,-58.41288952,-34.63572989,"MOTO-AUTO","MOTO","AUTO","2019-03-07 21:01:00","Calle"
"2019-0021",1,"AVENIDA","BOYACA AV.","ESQ","YERBAL","BOYACA AV. y YERBAL",7.0,-58.45743597,-34.62561234,"MOTO-AUTO","MOTO","AUTO","2019-03-15 22:50:00","Esquina"
"2019-0022",1,"AVENIDA","ENTRE RIOS AV.","1260","NA","ENTRE RIOS AV. 1260",1.0,-58.39123782,-34.62352245,"AUTO-SD","AUTO","SD","2019-03-15 00:00:00","Calle"
"2019-0023",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","JACQUES, AMADEO","PAZ, GRAL. AV. y JACQUES, AMADEO",9.0,-58.52922765,-34.63637963,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2019-03-16 08:28:00","Esquina"
"2019-0024",1,"AVENIDA","ANTARTIDA ARGENTINA AV.","1325","NA","ANTARTIDA ARGENTINA AV. 1325",1.0,-58.37208118,-34.58541957,"MOTO-CARGAS","MOTO","CARGAS","2019-03-19 07:12:00","Calle"
"2019-0025",1,"CALLE","MITRE, BARTOLOME","ESQ","SANCHEZ DE BUSTAMANTE","MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5.0,-58.41458534,-34.60937557,"PEATON-AUTO","PEATON","AUTO","2019-03-22 13:10:00","Esquina"
"2019-0026",1,"AVENIDA","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESQ","PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8.0,-58.47976785,-34.69153196,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-03-28 07:32:00","Esquina"
"2019-0027",1,"AVENIDA","SANTA FE AV.","ESQ","AZCUENAGA","SANTA FE AV. y AZCUENAGA",2.0,-58.39990285,-34.59511714,"MULTIPLE","BICICLETA","MULTIPLE","2019-03-28 11:11:00","Esquina"
"2019-0028",1,"AVENIDA","JUSTO, JUAN B. AV.","ESQ","ORO?O, NICASIO","JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11.0,-58.46051346,-34.60588536,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-04-06 09:15:00","Esquina"
"2019-0029",1,"AVENIDA","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESQ","PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8.0,-58.47976785,-34.69153196,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2019-04-07 10:15:00","Esquina"
"2019-0030",1,"CALLE","ALVAREZ, DONATO, TTE. GRAL.","ESQ","YERBAL","ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7.0,-58.45457546,-34.62447891,"MOTO-CARGAS","MOTO","CARGAS","2019-04-09 16:00:00","Esquina"
"2019-0031",1,"AVENIDA","CORDOBA AV.","ESQ","MADERO, EDUARDO AV.","CORDOBA AV. y MADERO, EDUARDO AV.",1.0,-58.36951669,-34.59832047,"BICICLETA-CARGAS","BICICLETA","CARGAS","2019-04-12 19:55:00","Esquina"
"2019-0032",1,"AVENIDA","CAMARONES","ESQ","ALVAREZ, DONATO, TTE. GRAL. AV.","CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11.0,-58.46415322,-34.6044379,"PEATON-AUTO","PEATON","AUTO","2019-04-16 11:00:00","Esquina"
"2019-0033",1,"AUTOPISTA","AUTOPISTA 25 DE MAYO","ESQ","HUERGO, ING. AV.","AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1.0,-58.36607137,-34.62150748,"MOTO-SD","MOTO","SD","2019-04-18 01:00:00","Esquina"
"2019-0034",1,"AVENIDA","MORENO, PERITO AV.","3050","NA","MORENO, PERITO AV. 3050",7.0,-58.45537373,-34.65093074,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2019-04-21 09:08:00","Calle"
"2019-0035",1,"CALLE","SUIPACHA","665","NA","SUIPACHA 665",1.0,-58.37942637,-34.60053054,"PEATON-BICICLETA","PEATON","BICICLETA","2019-04-23 14:10:00","Calle"
"2019-0036",1,"CALLE","RIGLOS","ESQ","FORMOSA","RIGLOS y FORMOSA",6.0,-58.4368044,-34.62147504,"MOTO-AUTO","MOTO","AUTO","2019-04-26 22:46:00","Esquina"
"2019-0037",1,"AVENIDA","LA RIOJA","ESQ","INDEPENDENCIA AV.","LA RIOJA e INDEPENDENCIA AV.",3.0,-58.40778291,-34.61971907,"MOTO-AUTO","MOTO","AUTO","2019-05-01 23:10:00","Esquina"
"2019-0038",1,"AVENIDA","UDAONDO, GUILLERMO AV.","ESQ","FIGUEROA ALCORTA, PRES. AV.","UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13.0,-58.45212523,-34.54628513,"PEATON-MOTO","PEATON","MOTO","2019-05-04 14:10:00","Esquina"
"2019-0039",1,"AVENIDA","SAN PEDRITO AV.","ESQ","DIRECTORIO AV.","SAN PEDRITO AV. y DIRECTORIO AV.",7.0,-58.46749188,-34.63551751,"MOTO-AUTO","MOTO","AUTO","2019-05-09 03:05:00","Esquina"
"2019-0040",1,"CALLE","PUAN","ESQ","SANTANDER","PUAN y SANTANDER",7.0,-58.4426358,-34.63679732,"MOTO-SD","MOTO","SD","2019-05-09 12:45:00","Esquina"
"2019-0041",1,"AVENIDA","ALBERDI, JUAN BAUTISTA AV.","ESQ","ANDALGALA","ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9.0,-58.51140289,-34.65846419,"MULTIPLE","AUTO","MULTIPLE","2019-05-11 20:30:00","Esquina"
"2019-0042",1,"CALLE","LIMA","ESQ","CONSTITUCION","LIMA y CONSTITUCION",1.0,-58.38211431,-34.62465368,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-05-14 15:00:00","Esquina"
"2019-0043",1,"AVENIDA","CORDOBA AV.","ESQ","MADERO, EDUARDO AV.","CORDOBA AV. y MADERO, EDUARDO AV.",1.0,-58.36951669,-34.59832047,"BICICLETA-CARGAS","BICICLETA","CARGAS","2019-05-21 09:00:00","Esquina"
"2019-0044",1,"AVENIDA","BOEDO AV.","650","NA","BOEDO AV. 650",5.0,-58.41635217,-34.62036547,"PEATON-MOTO","PEATON","MOTO","2019-05-27 12:45:00","Calle"
"2019-0045",1,"AVENIDA","DEL LIBERTADOR AV.","ESQ","REPUBLICA DE LA INDIA","DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA",14.0,-58.41316147,-34.57579669,"MOTO-CARGAS","MOTO","CARGAS","2019-06-03 07:27:00","Esquina"
"2019-0046",1,"GRAL PAZ","PAZ, GRAL. AV.","ESQ","CABILDO AV.","PAZ, GRAL. AV. y CABILDO AV.",13.0,-58.47617802,-34.53825652,"MOTO-AUTO","MOTO","AUTO","2019-06-04 09:00:00","Esquina"
"2019-0047",1,"AVENIDA","CASEROS AV.","1700","NA","CASEROS AV. 1700",4.0,-58.38641783,-34.63330028,"PEATON-CARGAS","PEATON","CARGAS","2019-06-06 10:00:00","Calle"
"2019-0048",1,"AVENIDA","AVELLANEDA AV.","1548","NA","AVELLANEDA AV. 1548",6.0,-58.45322169,-34.62038137,"MOTO-CARGAS","MOTO","CARGAS","2019-06-07 07:00:00","Calle"
"2019-0049",1,"CALLE","CIUDAD DE LA PAZ","ESQ","MENDOZA","CIUDAD DE LA PAZ y MENDOZA",13.0,-58.45849057,-34.56166498,"PEATON-CARGAS","PEATON","CARGAS","2019-06-08 09:20:00","Esquina"
"2019-0050",1,"AVENIDA","SALGUERO, JERONIMO","ESQ","HONDURAS AV.","SALGUERO, JERONIMO y HONDURAS AV.",14.0,-58.41829559,-34.59411677,"MOTO-CARGAS","MOTO","CARGAS","2019-06-08 23:35:00","Esquina"
"2019-0051",1,"CALLE","FILIBERTO, JUAN DE DIOS","ESQ","OLAVARRIA","FILIBERTO, JUAN DE DIOS y OLAVARRIA",4.0,-58.36376488,-34.63832093,"MOTO-AUTO","MOTO","AUTO","2019-06-11 10:00:00","Esquina"
"2019-0053",1,"AVENIDA","ASTURIAS AV.","ESQ","CASTA?ARES AV.","ASTURIAS AV. y CASTAÃ‘ARES AV.",8.0,-58.46442668,-34.66004784,"AUTO-AUTO","AUTO","AUTO","2019-06-14 17:20:00","Esquina"
"2019-0054",1,"CALLE","GANDARA","2976","NA","GANDARA 2976",15.0,-58.48222035,-34.58428769,"MOTO-OBJETO FIJO","MOTO","OBJETO FIJO","2019-06-20 03:00:00","Calle"
"2019-0055",1,"AVENIDA","GUEVARA, TRINIDAD","ESQ","MADERO, EDUARDO AV.","GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1.0,-58.36819005,-34.60283208,"MOTO-PASAJEROS","MOTO","PASAJEROS","2019-06-20 19:45:00","Esquina"
"2019-0056",1,"AVENIDA","BOYACA AV.","305","NA","BOYACA AV. 305",7.0,-58.45877601,-34.62330939,"PEATON-AUTO","PEATON","AUTO","2019-06-29 17:16:00","Calle"
"2019-0057",1,"CALLE","ARTILLEROS","ESQ","LA PAMPA","ARTILLEROS y LA PAMPA",13.0,-58.44196498,-34.55760517,"PEATON-AUTO","PEATON","AUTO","2019-07-05 19:00:00","Esquina"
"2019-0058",1,"AUTOPISTA","AUTOPISTA PERITO MORENO","ESQ","NA","AUTOPISTA PERITO MORENO e IRIGOYEN",10.0,-58.50622631,-34.63627822,"MOTO-PASAJEROS","MOTO","PASAJEROS","2019-07-10 09:20:00","Calle"
"2019-0059",1,"CALLE","15 DE NOVIEMBRE DE 1889","ESQ","SANTIAGO DEL ESTERO","15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO",1.0,-58.3841088,-34.63099197,"MOTO-PASAJEROS","MOTO","PASAJEROS","2019-07-13 22:35:00","Esquina"
"2019-0060",1,"AVENIDA","ACOSTA, MARIANO AV.","ESQ","FALCON, RAMON L.,CNEL.","ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10.0,-58.48100602,-34.63504312,"PEATON-AUTO","PEATON","AUTO","2019-07-17 11:20:00","Esquina"
"2019-0061",1,"CALLE","11 DE SEPTIEMBRE DE 1888","ESQ","MENDOZA","11 DE SEPTIEMBRE DE 1888 y MENDOZA",13.0,-58.45200171,-34.5578132,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-07-17 18:40:00","Esquina"
"2019-0062",1,"AVENIDA","PINO, VIRREY DEL","ESQ","CAMPOS, LUIS M. AV.","PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13.0,-58.44462132,-34.56201105,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-08-01 23:00:00","Esquina"
"2019-0063",1,"AVENIDA","FOREST AV.","ESQ","MAURE","FOREST AV. y MAURE",15.0,-58.45220688,-34.58711712,"MOTO-PASAJEROS","MOTO","PASAJEROS","2019-08-04 01:30:00","Esquina"
"2019-0064",1,"AVENIDA","BOYACA AV.","ESQ","AVELLANEDA AV.","BOYACA AV. y AVELLANEDA AV.",7.0,-58.4596221,-34.6224514,"MOTO-AUTO","MOTO","AUTO","2019-08-06 03:15:00","Esquina"
"2019-0065",1,"CALLE","BARCO CENTENERA DEL","ESQ","TILCARA","BARCO CENTENERA DEL y TILCARA",4.0,-58.4197085,-34.65414867,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-08-08 16:45:00","Esquina"
"2019-0066",1,"AVENIDA","RIESTRA AV.","ESQ","BOLIVAR (NO OFICIAL)","RIESTRA AV. y BOLIVAR (NO OFICIAL)",7.0,-58.44187596,-34.64938031,"PEATON-AUTO","PEATON","AUTO","2019-08-11 21:15:00","Esquina"
"2019-0067",1,"CALLE","CASTRO, EMILIO","4706","NA","CASTRO, EMILIO 4706",10.0,-58.49101637,-34.64276621,"MOTO-CARGAS","MOTO","CARGAS","2019-08-14 15:00:00","Calle"
"2019-0068",1,"AVENIDA","27 DE FEBRERO AV.","5600","NA","27 DE FEBRERO AV. 5600",8.0,-58.42493829,-34.66256502,"MOTO-MOTO","MOTO","MOTO","2019-08-14 17:40:00","Calle"
"2019-0069",1,"AVENIDA","GARAY, JUAN DE AV.","2874","NA","GARAY, JUAN DE AV. 2874",4.0,-58.40489318,-34.62930162,"MOTO-AUTO","MOTO","AUTO","2019-08-17 05:25:00","Calle"
"2019-0070",1,"AVENIDA","SCALABRINI ORTIZ, RAUL AV.","ESQ","GORRITI","SCALABRINI ORTIZ, RAUL AV. y GORRITI",14.0,-58.4268668,-34.59217875,"MOTO-BICICLETA","MOTO","BICICLETA","2019-08-22 12:30:00","Esquina"
"2019-0071",1,"AVENIDA","PRIMERA JUNTA","ESQ","OLIVERA AV.","PRIMERA JUNTA y OLIVERA AV.",9.0,-58.479611,-34.65620398,"PEATON-CARGAS","PEATON","CARGAS","2019-08-27 11:30:00","Esquina"
"2019-0072",1,"AVENIDA","ALBERDI, JUAN BAUTISTA AV.","ESQ","AZUL","ALBERDI, JUAN BAUTISTA AV. y AZUL",10.0,-58.47439934,-34.63524207,"AUTO-AUTO","AUTO","AUTO","2019-08-28 06:20:00","Esquina"
"2019-0073",1,"AVENIDA","ALVAREZ THOMAS AV.","1788","NA","ALVAREZ THOMAS AV. 1788",15.0,-58.46711912,-34.57926018,"AUTO-OBJETO FIJO","AUTO","OBJETO FIJO","2019-08-29 01:50:00","Calle"
"2019-0074",1,"AUTOPISTA","LUGONES, LEOPOLDO AV.","ESQ","PAZ, GRAL. AV.","LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13.0,-58.46514781,-34.53465378,"MOTO-CARGAS","MOTO","CARGAS","2019-08-29 09:00:00","Esquina"
"2019-0075",1,"CALLE","SAN ANTONIO","ESQ","LUJAN","SAN ANTONIO y LUJAN",4.0,-58.37571078,-34.65584079,"MOTO-PASAJEROS","MOTO","PASAJEROS","2019-08-30 23:20:00","Esquina"
"2019-0076",1,"AUTOPISTA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI","ESQ","NA","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.",4.0,-58.37157668,-34.65429986,"MOTO-CARGAS","MOTO","CARGAS","2019-09-05 18:00:00","Calle"
"2019-0077",1,"AVENIDA","FIGUEROA ALCORTA, PRES. AV.","ESQ","TAGLE","FIGUEROA ALCORTA, PRES. AV. y TAGLE",14.0,-58.39811256,-34.58070186,"PEATON-AUTO","PEATON","AUTO","2019-09-08 03:40:00","Esquina"
"2019-0078",1,"AVENIDA","EINSTEIN, ALBERTO","ESQ","ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4.0,-58.41125934,-34.6541774,"PEATON-CARGAS","PEATON","CARGAS","2019-09-12 08:25:00","Esquina"
"2019-0079",1,"CALLE","AGRELO","ESQ","COLOMBRES","AGRELO y COLOMBRES",5.0,-58.41822901,-34.61866836,"MOTO-PASAJEROS","MOTO","PASAJEROS","2019-09-17 05:30:00","Esquina"
"2019-0080",1,"GRAL PAZ","CABILDO AV.","ESQ","PAZ, GRAL. AV.","CABILDO AV. y PAZ, GRAL. AV.",13.0,-58.47617802,-34.53825652,"PEATON-MOTO","PEATON","MOTO","2019-09-17 18:40:00","Esquina"
"2019-0081",1,"AVENIDA","ELCANO AV.","4300","NA","ELCANO AV. 4300",15.0,-58.46141281,-34.58623761,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-09-23 16:00:00","Calle"
"2019-0082",1,"AVENIDA","RABANAL, FRANCISCO, INTENDENTE AV.","2428","NA","RABANAL, FRANCISCO, INTENDENTE AV. 2428",8.0,-58.42985146,-34.6611974,"BICICLETA-CARGAS","BICICLETA","CARGAS","2019-09-25 07:45:00","Calle"
"2019-0083",1,"CALLE","MONTE","ESQ","CORVALAN","MONTE y CORVALAN",9.0,-58.48457413,-34.6583909,"AUTO-AUTO","AUTO","AUTO","2019-09-26 08:00:00","Esquina"
"2019-0084",1,"CALLE","TANDIL","ESQ","LAFUENTE","TANDIL y LAFUENTE",7.0,-58.46572884,-34.63628186,"BICICLETA-CARGAS","BICICLETA","CARGAS","2019-09-27 11:45:00","Esquina"
"2019-0085",1,"CALLE","CARDOSO","ESQ","BACACAY","CARDOSO y BACACAY",10.0,-58.49261744,-34.6341913,"BICICLETA-TREN","BICICLETA","TREN","2019-10-09 22:18:00","Esquina"
"2019-0086",1,"AVENIDA","CORRIENTES AV.","6700","NA","CORRIENTES AV. 6700",15.0,-58.45283186,-34.5884156,"MOTO-PASAJEROS","MOTO","PASAJEROS","2019-10-15 14:10:00","Calle"
"2019-0087",1,"AVENIDA","ALVAREZ THOMAS AV.","ESQ","MENDOZA","ALVAREZ THOMAS AV. y MENDOZA",12.0,-58.47973681,-34.57418656,"MOTO-MOTO","MOTO","MOTO","2019-10-21 21:00:00","Esquina"
"2019-0088",1,"AVENIDA","ALCORTA, AMANCIO AV.","ESQ","BONAVENA, OSCAR NATALIO","ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4.0,-58.40623949,-34.65076549,"PEATON-PASAJEROS","PEATON","PASAJEROS","2019-10-22 20:00:00","Esquina"
